source_organization,source_indicator_code,previous_title,previous_decision,content_decision,player_title,plain_language_description,immediate_comprehension_score,gameplay_interest_score,uniqueness_score,reason,player_link_status,player_link_reason
FAOSTAT,QCL:'01351.01:5412,Highest Currants yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01315:5412,Highest Figs yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21118.01:5417,"Highest Horse meat, fresh or chilled yield",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01704:5412,"Highest Lentils, dry yield",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01620:5412,Highest Tea leaves yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01355.01:5312,Largest Blueberries harvested area,excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01652:5312,"Largest Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw harvested area",excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01652:5510,"Largest Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw production",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01313:5510,Largest Plantains and cooking bananas production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01540:5312,Largest Yams harvested area,excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01540:5510,Largest Yams production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01355.01:5412,Highest Blueberries yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01703:5412,"Highest Chick peas, dry yield",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01657:5412,"Highest Ginger, raw yield",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01290.01:5412,Highest Green corn (maize) yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01253.01:5412,"Highest Onions and shallots, green yield",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01313:5412,Highest Plantains and cooking bananas yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01211:5312,Largest Asparagus harvested area,excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01211:5510,Largest Asparagus production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01355.01:5510,Largest Blueberries production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'02121.01:5111,Largest Camels stocks,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01290.01:5312,Largest Green corn (maize) harvested area,excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01290.01:5510,Largest Green corn (maize) production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01704:5312,"Largest Lentils, dry harvested area",excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01704:5510,"Largest Lentils, dry production",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01450:5510,Largest Olives production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01253.01:5312,"Largest Onions and shallots, green harvested area",excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01253.01:5510,"Largest Onions and shallots, green production",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01651:5510,"Largest Pepper (Piper spp.), raw production",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01491.01:5412,Highest Oil palm fruit yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01450:5412,Highest Olives yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01651:5412,"Highest Pepper (Piper spp.), raw yield",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01344.01:5412,Highest Sour cherries yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01550:5412,Highest Taro yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01372:5510,"Largest Cashew nuts, in shell production",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01703:5312,"Largest Chick peas, dry harvested area",excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
