tracker_id,scope_type,category_title,domain,experience_bucket,semantic_family,source_candidate,source_indicator,common_year,country_coverage,integrity,user_note,requested_action,research_status,implementation_status,final_disposition,blocker_or_reason,source_url,validation_requirements,generation_priority_candidate
existing:QCL:'0111:5510,existing_playable,Most wheat produced,Crops,,,FAOSTAT,QCL:'0111:5510,2024,121,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'24212.02:5510,existing_playable,Most wine produced,Agriculture,,,FAOSTAT,QCL:'24212.02:5510,2023,76,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:WHC:all-sites,existing_playable,Most World Heritage sites,Culture,,,UNESCO World Heritage Centre,WHC:all-sites,2026,167,unable_to_verify,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://whc.unesco.org/en/list/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:SP.POP.65UP.TO.ZS,existing_playable,Oldest population,Population,,,World Bank,SP.POP.65UP.TO.ZS,2025,194,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/SP.POP.65UP.TO.ZS,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:USGS_COMCAT_STRONGEST_EARTHQUAKE_1970_2026,existing_playable,Strongest earthquake,Natural hazards,,,USGS,USGS_COMCAT_STRONGEST_EARTHQUAKE_1970_2026,2026,74,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://earthquake.usgs.gov/earthquakes/search/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:SP.POP.0014.TO.ZS,existing_playable,Youngest population,Population,,,World Bank,SP.POP.0014.TO.ZS,2025,194,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/SP.POP.0014.TO.ZS,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
candidate:001,new_or_repair_candidate,Northernmost country,Physical geography,,,Natural Earth,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Northernmost point of sovereign-country geometry; current 195-country universe; do not union dependencies.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:002,new_or_repair_candidate,Southernmost country,Physical geography,,,Natural Earth,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Southernmost point of sovereign-country geometry; current 195-country universe; do not union dependencies.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:003,new_or_repair_candidate,Country whose territory reaches farthest east,Physical geography,,,Natural Earth,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Must define antimeridian behavior before ranking.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:004,new_or_repair_candidate,Country whose territory reaches farthest west,Physical geography,,,Natural Earth,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Must define antimeridian behavior before ranking.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:005,new_or_repair_candidate,Country closest to the Equator,Physical geography,,,Natural Earth,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,As phrased produces ties for equator-crossing countries; rewrite or reject after definition review.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:006,new_or_repair_candidate,Largest share of territory north of the Arctic Circle,Physical geography,,,Natural Earth / geospatial derivation,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Clip sovereign geometry at 66.5622°N using equal-area calculation.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:007,new_or_repair_candidate,Largest share of territory in the tropics,Physical geography,,,Natural Earth / geospatial derivation,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Clip sovereign geometry between tropics using equal-area calculation.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:008,new_or_repair_candidate,Most neighboring countries,Physical geography,,,Natural Earth,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Existing adapter rule exists; validate/promote if not already playable.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:009,new_or_repair_candidate,Fewest neighboring countries,Physical geography,,,Natural Earth,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Exclude island countries or define zero-neighbor ranking explicitly.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:010,new_or_repair_candidate,Landlocked country with most neighbors,Physical geography,,,Natural Earth,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Derived from sovereign geometry + coastline/landlocked classification.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:011,new_or_repair_candidate,Landlocked country with fewest neighbors,Physical geography,,,Natural Earth,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Derived from sovereign geometry; likely intuitive.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:012,new_or_repair_candidate,Most land borders,Physical geography,,,Natural Earth,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Clarify whether count means distinct neighboring sovereign states.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:013,new_or_repair_candidate,Longest total coastline,Physical geography,,,Natural Earth,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,"Existing adapter rule; resolution-sensitive, document Natural Earth 1:10m methodology.",,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:014,new_or_repair_candidate,Most islands,Physical geography,,,Natural Earth / validated island dataset,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Needs explicit island-size/geometry definition; do not use aggregator count without methodology.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:015,new_or_repair_candidate,Largest island country,Physical geography,,,Natural Earth,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Define largest contiguous island landmass among island sovereigns.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:016,new_or_repair_candidate,Largest archipelago,Physical geography,,,Validated geospatial source,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Definition/source review required.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:017,new_or_repair_candidate,Most lakes,Physical geography,,,Natural Earth,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Existing mapped-lakes rule; title must say mapped lakes if completeness is not global inventory.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:018,new_or_repair_candidate,Largest lake area,Physical geography,,,Natural Earth,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Existing mapped-lake-area rule.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:019,new_or_repair_candidate,Most mapped river length,Physical geography,,,Natural Earth,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,"Existing adapter rule; label as mapped river length, not total real-world river network.",,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:020,new_or_repair_candidate,Highest average elevation,Physical geography,,,Validated global elevation raster,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Deferred existing elevation source adapter; require reproducible raster aggregation.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:021,new_or_repair_candidate,Lowest average elevation,Physical geography,,,Validated global elevation raster,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Deferred existing elevation source adapter; require reproducible raster aggregation.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:022,new_or_repair_candidate,Largest mountainous share,Physical geography,,,Validated elevation/terrain dataset,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Define mountain classification before computing.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:023,new_or_repair_candidate,Largest forest share,Physical geography,,,World Bank / ESA WorldCover,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Prefer existing WDI if equivalent; avoid duplicate.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:024,new_or_repair_candidate,Largest desert share,Physical geography,,,ESA WorldCover / climate-land-cover source,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,"WorldCover has bare/sparse class, not necessarily desert; definition must be exact.",,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:025,new_or_repair_candidate,Largest grassland share,Physical geography,,,ESA WorldCover,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Use a single global land-cover classification.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:026,new_or_repair_candidate,Largest wetland share,Physical geography,,,ESA WorldCover,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Use a single global land-cover classification.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:027,new_or_repair_candidate,Largest cropland share,Physical geography,,,ESA WorldCover / World Bank,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Prefer existing verified land/cropland series if equivalent.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:028,new_or_repair_candidate,Largest snow-and-ice share,Physical geography,,,ESA WorldCover,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Global land-cover class; validate coverage and geometry.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:029,new_or_repair_candidate,Largest inland-water share,Physical geography,,,ESA WorldCover / Natural Earth,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Use one globally consistent source.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
