source_line,category_title,domain_and_series,source,quality,legacy_rejection_basis_seed,integrity_status,editorial_disposition,legacy_guard_action,reason_class,first_principles_rationale,recommended_next_action,linked_tracker_ids,linked_tracker_dispositions
1213,Highest gross fixed capital formation,Economy · NE.GDI.FTOT.CN,World Bank,81,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,cross_country_comparability_invalid,"Absolute local-currency or linked/local-currency series is not valid for direct cross-country ranking; this is a hard comparability failure, not merely an old editorial preference.",Keep excluded under the permanent local-currency comparability gate.,,
1214,Highest gross fixed capital formation,Economy · NE.GDI.FTOT.CD,World Bank,81,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1215,Highest gross national expenditure,Economy · NE.DAB.TOTL.KN,World Bank,81,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,cross_country_comparability_invalid,"Absolute local-currency or linked/local-currency series is not valid for direct cross-country ranking; this is a hard comparability failure, not merely an old editorial preference.",Keep excluded under the permanent local-currency comparability gate.,,
1216,Highest net foreign assets,Economy · FM.AST.NFRG.CN,World Bank,,generic_v16_2_3_batch_reason,failed,retain_exclusion,confirm_reasoned_exclusion,cross_country_comparability_invalid,"This World Bank path is denominated in national/local-currency units or another non-comparable country-specific price basis. Absolute cross-country ranking would compare incompatible units, which is a hard v16.2.6 integrity failure.",Keep permanently blocked unless replaced by a genuinely comparable common-currency/PPP or dimensionless series with a separately validated definition.,,
1217,Highest gross national expenditure,Economy · NE.DAB.TOTL.KD,World Bank,81,generic_v15_rejected_only,failed,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1231,"Most pig fat, rendered produced",Livestock · QCL:'21521:5510,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1232,"Most rapeseed or canola oil, crude produced",Agriculture · QCL:'21641.01:5510,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1234,"Highest Other stimulant, spice and aromatic crops, n.e.c. yield",Crops · QCL:'01699:5412,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1235,"Largest Other stimulant, spice and aromatic crops, n.e.c. harvested area",Crops · QCL:'01699:5312,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1236,"Most other stimulant, spice and aromatic crops, n.e.c. produced",Crops · QCL:'01699:5510,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1237,"Largest Almonds, in shell harvested area",Agriculture · QCL:'01371:5312,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1239,"Highest Meat of turkeys, fresh or chilled yield",Livestock · QCL:'21124:5424,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1240,"Most horse meat, fresh or chilled produced",Livestock · QCL:'21118.01:5510,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1241,Largest Olives harvested area,Agriculture · QCL:'01450:5312,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
